자치구,성별,연령대,야간상주지 변경횟수 평균,주간상주지 변경횟수 평균,평균 출근 소요시간 평균,평균 근무시간 평균,소액결재 사용횟수 평균,소액결재 사용금액 평균,최근 3개월 내 요금 연체 비율,SNS 사용횟수,평균 통화량,평균 문자량,평균 통화대상자 수,평균 문자대상자 수,데이터 사용량,평일 총 이동 횟수,휴일 총 이동 횟수 평균,집 추정 위치 평일 총 체류시간,집 추정 위치 휴일 총 체류시간,평일 총 이동 거리 합계,휴일 총 이동 거리 합계,지하철이동일수 합계,게임 서비스 사용일수,금융 서비스 사용일수,쇼핑 서비스 사용일수,동영상/방송 서비스 사용일수,유튜브 사용일수,넷플릭스 사용일수,배달 서비스 사용일수,배달_브랜드 서비스 사용일수,배달_식재료 서비스 사용일수,연령대_1,월
중랑구,2,75,1.4,1.0,0.0,0.0,1.7,9800.0,12.45,-0.3,69.7,5.1,7.7,2.4,0.6,13.3,5.2,1474259.8,481168.3,226.0,117.1,7.9,27.9,20.9,33.9,11.1,-0.7,-0.7,6.9,0.0,0.0,70,2
중랑구,1,25,1.9,3.5,58.8,522.8,2.3,9142.0,22.7,0.2,119.6,14.7,14.4,4.8,16.4,31.5,11.8,973992.6,300688.9,859.1,391.5,17.7,64.4,118.5,106.1,32.5,0.3,-0.1,14.2,2.9,1.7,20,2
중랑구,1,30,1.9,2.9,61.4,550.3,2.6,8220.6,26.18,0.2,114.4,17.7,17.2,5.7,14.3,33.7,11.8,970623.0,312921.8,889.3,412.5,18.3,69.7,125.7,126.9,37.4,0.2,-0.1,15.6,3.4,1.7,30,2
중랑구,1,35,1.8,2.5,66.9,556.8,2.4,8275.4,22.14,0.2,122.4,17.9,21.0,6.5,12.8,34.8,11.6,935106.5,301608.2,911.5,369.9,18.7,65.4,128.6,138.0,32.4,0.1,-0.2,13.7,3.1,1.7,30,2
중랑구,1,40,1.8,2.6,73.7,556.8,2.4,8428.9,23.35,0.1,118.7,16.0,19.8,5.9,11.4,33.4,10.9,955256.6,306667.9,952.7,350.4,17.8,65.4,117.8,129.4,29.8,0.1,-0.3,11.9,3.8,1.7,40,2
중랑구,1,45,1.8,2.8,71.3,515.7,2.2,8218.3,26.67,0.0,111.0,14.3,19.5,5.7,8.8,33.8,11.4,984300.6,312956.4,1041.6,370.0,17.9,59.4,91.8,113.2,24.5,0.0,-0.4,9.1,2.6,1.7,40,2
중랑구,1,60,1.7,3.0,71.0,536.7,2.3,8583.3,27.37,0.0,83.7,14.9,18.5,4.9,3.3,27.7,10.3,1027898.3,330089.2,795.2,360.5,14.9,42.0,39.5,40.6,16.1,-0.1,-0.6,7.3,2.5,0.0,60,2
중랑구,1,65,1.6,2.7,68.9,518.5,3.3,7069.0,20.38,-0.1,74.0,14.2,16.4,4.4,1.7,24.4,9.1,1129902.2,366465.2,604.5,261.2,13.5,37.1,32.6,38.2,12.1,-0.2,-0.6,8.5,0.0,0.0,60,2
중랑구,1,70,1.5,1.4,0.0,0.0,1.7,5541.7,18.58,-0.1,53.8,14.2,12.4,3.6,1.4,20.5,8.5,1201691.6,395925.5,496.0,241.9,11.5,33.3,24.4,33.9,12.2,-0.2,-0.6,12.4,0.0,1.7,70,2
중랑구,2,20,1.9,3.2,61.6,510.4,2.3,9574.5,20.3,0.0,126.1,14.8,9.3,4.5,10.6,27.1,10.7,1071680.3,321848.3,683.8,316.4,15.6,40.2,76.8,97.4,23.8,0.2,-0.1,13.2,2.0,1.7,20,2
중랑구,2,25,1.9,3.1,59.0,527.8,2.5,8560.3,23.37,0.1,111.1,12.5,10.8,5.0,12.4,29.0,10.5,1002808.4,305425.8,625.0,359.9,16.3,47.0,99.6,133.2,26.5,0.1,-0.1,15.5,2.7,1.7,20,2
중랑구,2,30,1.8,2.8,56.9,540.0,2.4,8276.3,23.91,0.1,97.8,13.4,12.7,5.4,12.8,31.8,11.1,969317.4,309935.0,722.8,365.0,17.9,45.9,117.8,158.7,34.4,0.1,-0.1,15.3,3.0,1.7,30,2
중랑구,2,35,1.8,3.1,56.9,537.6,2.3,8643.6,23.05,0.1,109.1,14.8,13.8,5.8,9.1,26.8,9.7,1081413.8,335749.8,558.2,319.9,15.1,41.7,107.7,163.6,27.2,0.0,-0.2,13.6,3.0,1.7,30,2
중랑구,2,40,1.7,2.9,62.9,517.3,2.7,8840.2,24.36,0.0,116.2,15.5,14.5,5.9,7.6,26.4,8.9,1105430.8,350226.6,535.3,273.0,14.6,45.6,99.6,154.6,27.3,0.0,-0.3,12.6,3.1,1.7,40,2
중랑구,2,45,1.6,3.0,61.3,510.9,2.5,8600.8,17.22,-0.1,120.1,20.4,14.6,5.6,4.0,26.9,9.7,1092927.0,348945.6,527.8,311.6,14.5,42.5,78.9,127.3,19.5,-0.1,-0.4,8.7,4.0,1.7,40,2
중랑구,2,55,1.5,2.7,53.7,530.9,2.0,8029.0,20.93,0.0,135.1,15.5,15.2,4.8,2.3,24.9,9.1,1117279.0,346844.5,446.2,274.1,14.0,42.0,49.7,68.2,14.0,-0.1,-0.6,5.5,2.8,1.7,50,2
중랑구,2,60,1.6,2.7,57.2,494.8,2.2,6846.2,19.07,-0.1,123.2,13.7,14.2,4.3,1.9,22.6,8.4,1173063.7,371254.5,406.8,232.0,12.2,37.7,35.0,48.6,13.3,-0.1,-0.6,8.9,1.7,1.7,60,2
중랑구,2,65,1.6,2.7,58.7,462.5,2.8,6597.2,14.46,-0.1,105.3,10.0,12.0,3.7,1.4,19.5,7.2,1247173.6,406190.9,337.1,196.3,10.8,33.9,24.4,38.8,11.9,-0.2,-0.6,6.8,2.5,1.7,60,2
중랑구,2,70,1.5,1.4,0.0,0.0,2.5,10833.3,10.95,-0.2,93.4,7.8,10.4,3.0,0.9,16.5,6.2,1364514.1,459902.5,281.3,145.1,9.7,30.7,19.8,28.2,8.9,-0.4,-0.7,6.4,0.0,0.0,70,2
중랑구,2,75,1.4,1.0,0.0,0.0,2.5,9844.4,9.87,-0.3,72.2,11.2,8.0,2.5,0.9,11.3,5.2,1451864.0,482235.1,255.1,121.2,6.9,28.3,19.4,29.5,7.1,-0.7,-0.7,13.6,0.0,0.0,70,2
중랑구,1,20,2.2,3.7,66.7,457.3,2.0,9197.9,17.56,0.0,100.8,11.9,9.3,3.4,14.3,22.2,9.7,1190526.7,362335.7,613.7,283.0,11.8,64.3,82.6,79.5,28.6,0.3,-0.1,10.8,3.2,1.7,20,2
중랑구,1,25,1.9,3.5,65.6,526.4,2.7,7449.9,18.14,0.2,122.1,10.9,13.6,4.4,17.0,30.0,11.8,1008386.6,301822.5,861.5,376.5,16.1,69.2,109.9,106.0,33.9,0.3,-0.1,15.4,3.0,1.7,20,2
중랑구,1,30,1.9,2.7,66.6,545.3,2.2,7652.3,23.28,0.2,122.9,15.4,18.0,5.8,16.4,35.6,12.2,940907.7,286990.1,1086.4,410.7,18.5,68.2,141.4,134.8,36.3,0.2,-0.2,15.2,3.4,1.7,30,2
중랑구,1,35,1.8,2.5,69.8,541.0,2.2,7469.6,22.71,0.2,134.8,14.4,20.6,6.4,13.1,36.7,11.7,921649.2,286875.4,1121.7,397.1,18.6,67.2,138.6,145.7,32.8,0.1,-0.2,13.6,4.0,1.7,30,2
중랑구,1,40,1.7,2.4,75.1,546.4,2.2,7187.6,15.71,0.1,131.8,16.2,21.3,6.2,10.9,35.7,11.5,936492.5,294639.7,1100.0,381.8,17.6,64.7,126.9,134.3,30.6,0.1,-0.2,11.2,3.6,1.7,40,2
중랑구,1,45,1.6,2.2,70.1,529.7,2.2,6090.2,17.86,0.1,122.4,17.2,23.0,6.9,8.1,38.0,11.5,905722.9,292595.8,1126.7,373.2,18.1,60.4,112.0,121.8,25.4,0.1,-0.3,8.7,3.8,1.7,40,2
중랑구,1,60,1.6,2.3,65.3,514.3,2.0,5367.2,22.22,0.0,95.6,16.1,21.0,5.9,2.5,32.4,11.4,1019997.9,322644.9,986.4,401.3,15.8,39.2,45.4,42.9,16.3,-0.1,-0.6,6.0,1.7,1.7,60,2
중랑구,1,65,1.6,2.2,65.9,504.2,2.2,8000.0,22.05,0.0,79.5,13.0,18.8,4.9,1.8,28.4,10.0,1065543.6,336658.1,802.2,330.3,14.1,35.0,33.0,31.8,13.4,-0.2,-0.6,8.6,5.0,0.0,60,2
중랑구,1,70,1.5,1.4,0.0,0.0,1.7,6948.7,20.78,-0.1,64.7,14.8,13.5,4.2,1.6,22.7,8.4,1204252.6,384691.1,581.1,250.8,11.7,32.1,26.6,23.0,9.2,-0.3,-0.6,16.3,1.7,0.0,70,2
중랑구,2,20,1.9,3.1,65.4,481.6,2.6,8201.3,14.19,0.0,108.3,18.2,8.1,4.1,10.1,24.1,9.9,1147265.5,341460.2,626.1,311.7,12.8,39.0,69.9,90.0,22.6,0.2,-0.1,12.2,3.5,1.7,20,2
중랑구,2,25,1.9,3.1,65.0,536.7,2.4,8323.0,17.99,0.1,107.7,14.3,10.7,4.8,12.2,29.6,10.9,980894.6,289041.8,794.1,384.9,16.1,43.2,97.0,128.9,28.9,0.1,-0.1,15.4,2.6,1.7,20,2
중랑구,2,30,1.9,2.9,61.9,544.7,2.7,7181.6,23.18,0.1,105.1,14.6,12.1,5.3,11.1,30.4,10.7,1008340.5,312129.6,774.1,356.4,16.2,41.8,113.8,152.9,31.3,0.1,-0.1,14.9,3.4,1.7,30,2
중랑구,2,35,1.7,2.8,59.1,510.7,2.6,6718.5,20.97,0.0,103.7,11.0,13.1,5.6,8.4,25.6,9.2,1136752.8,344133.9,559.8,299.6,13.5,40.7,99.1,151.5,27.7,0.0,-0.2,11.8,2.8,1.7,30,2
중랑구,2,40,1.5,2.6,57.6,513.3,2.4,7761.9,19.38,0.0,118.5,15.8,15.1,6.4,6.3,26.3,9.0,1128913.3,339064.9,532.2,290.5,12.8,42.4,98.7,153.8,24.7,0.0,-0.3,10.9,3.3,1.7,40,2
중랑구,2,45,1.5,2.5,60.5,484.7,2.4,7502.4,18.41,-0.1,123.6,23.2,15.4,6.3,4.3,26.8,8.9,1143968.3,361470.6,574.0,287.4,13.1,39.9,83.9,122.6,19.7,-0.1,-0.4,9.4,2.9,1.7,40,2
중랑구,2,55,1.5,2.3,60.4,499.1,2.3,6103.2,12.89,-0.1,124.0,15.0,15.6,5.3,2.2,27.1,9.6,1113497.0,347102.0,538.7,278.0,12.6,36.3,57.0,75.0,13.5,-0.1,-0.5,7.0,2.7,1.7,50,2
중랑구,2,60,1.5,2.5,52.0,462.2,2.1,7333.3,14.75,-0.1,128.7,16.3,14.3,4.6,1.4,22.5,8.5,1216592.1,380545.2,416.9,231.2,11.2,34.8,37.5,47.9,11.8,-0.2,-0.6,7.2,4.2,1.7,60,2
중랑구,2,65,1.5,2.6,64.1,437.6,2.5,8782.6,11.65,-0.2,119.3,11.0,12.5,3.9,1.0,19.1,7.3,1285422.2,405244.2,377.8,206.9,9.8,30.1,26.7,36.1,10.5,-0.2,-0.6,6.9,1.7,1.7,60,2
중랑구,2,70,1.5,1.5,0.0,0.0,2.5,9933.3,9.22,-0.2,107.9,9.6,10.9,3.4,0.8,13.7,5.7,1417664.0,461629.2,279.1,163.6,7.4,28.2,21.4,33.0,9.6,-0.3,-0.7,16.7,1.7,1.7,70,2
중랑구,2,75,1.4,1.0,0.0,0.0,2.2,7666.7,9.58,-0.3,78.7,14.1,8.5,2.8,0.4,10.3,5.0,1500298.6,479036.8,218.7,130.7,6.1,25.1,15.2,29.3,7.0,-0.7,-0.7,11.3,5.0,1.7,70,2
중랑구,1,20,2.4,4.1,58.7,469.9,1.9,8596.5,17.24,0.0,109.5,15.7,9.9,3.9,14.6,23.2,10.2,1032756.5,303664.0,590.4,308.2,12.8,66.0,87.2,78.5,27.5,0.2,-0.1,11.4,2.6,1.7,20,2
중랑구,1,25,2.2,3.5,69.0,531.5,2.4,8222.2,23.17,0.2,128.4,12.6,14.2,4.5,16.3,31.1,12.0,901655.3,256513.1,883.1,412.8,16.7,67.5,110.3,104.3,31.7,0.3,-0.1,15.5,2.7,1.7,20,2
중랑구,1,30,1.9,2.8,72.2,556.0,2.5,8469.7,20.05,0.3,122.2,16.7,18.4,5.6,15.6,35.2,12.5,863718.4,255941.6,1006.7,427.2,18.6,72.6,132.7,130.1,36.1,0.2,-0.1,16.0,3.5,1.7,30,2
중랑구,1,35,1.6,2.6,70.2,545.1,2.3,7127.4,23.62,0.2,118.1,15.1,18.5,5.6,13.0,36.2,11.0,872045.2,264833.5,1068.1,361.9,18.0,65.5,127.3,138.3,31.5,0.2,-0.2,14.2,3.5,1.7,30,2
중랑구,1,40,1.6,2.4,70.8,549.0,2.7,7983.6,22.41,0.1,123.0,19.3,20.5,6.2,10.7,37.2,10.8,846836.5,261078.4,1149.2,350.6,18.7,66.0,127.5,141.5,30.4,0.0,-0.2,12.1,3.8,1.7,40,2
중랑구,1,45,1.8,2.4,81.2,550.7,2.5,6748.2,22.84,0.0,123.0,18.3,21.2,6.0,7.4,37.0,11.3,825104.9,243834.0,1170.1,387.2,17.7,59.2,93.9,95.7,22.3,0.0,-0.4,9.3,3.1,1.7,40,2
중랑구,1,60,1.7,2.6,69.4,517.7,2.3,6018.5,22.73,0.0,86.9,16.9,19.6,5.4,2.8,29.5,11.4,950025.3,288111.2,889.5,384.1,15.4,42.4,44.3,42.4,15.4,-0.1,-0.6,5.4,1.7,1.7,60,2
중랑구,1,75,1.4,1.0,0.0,0.0,1.7,5000.0,15.13,-0.2,51.4,9.8,9.5,3.3,1.0,15.6,7.2,1260481.4,393063.9,333.9,166.9,8.9,28.5,22.2,30.6,10.0,-0.5,-0.7,9.8,0.0,1.7,70,2
중랑구,2,20,2.0,2.9,67.6,532.5,2.2,9448.3,20.19,0.0,115.3,16.6,8.6,4.2,9.3,26.5,11.2,1000434.3,281930.9,696.1,356.6,13.7,37.0,73.7,89.4,22.0,0.1,-0.1,12.0,3.0,1.7,20,2
중랑구,2,30,1.8,2.8,63.3,524.6,2.1,7392.5,20.33,0.1,99.0,12.7,12.5,5.4,10.4,29.3,11.1,928757.7,265361.5,701.8,375.3,16.4,42.2,103.4,150.1,28.8,0.1,-0.1,14.7,3.1,1.7,30,2
중랑구,2,35,1.7,2.8,62.6,538.8,2.4,7433.3,23.16,0.0,97.5,14.6,11.6,5.2,8.3,26.4,9.2,999018.0,292151.5,608.7,282.6,14.1,42.8,96.1,154.2,25.6,0.0,-0.2,12.5,3.6,1.7,30,2
중랑구,2,40,1.6,2.6,61.3,514.6,2.4,7410.0,23.14,0.0,114.1,18.1,14.4,5.6,5.4,26.7,8.9,995194.8,296652.0,583.5,280.9,14.2,44.6,93.8,148.6,23.5,-0.1,-0.3,10.4,3.1,1.7,40,2
중랑구,2,45,1.5,2.6,65.6,510.0,2.2,8936.5,19.51,-0.1,123.1,16.0,15.9,5.8,4.6,27.2,9.8,997105.5,296144.3,595.4,306.8,14.1,42.6,74.6,114.9,18.0,-0.1,-0.4,7.8,3.3,1.7,40,2
중랑구,2,50,1.5,2.5,67.8,526.9,2.2,7948.7,17.75,-0.1,123.4,17.9,15.0,5.1,2.6,28.6,10.0,980583.6,295759.3,512.0,278.2,14.2,36.0,63.1,90.0,15.0,-0.1,-0.5,8.8,3.5,1.7,50,2
중랑구,2,55,1.5,2.6,54.6,528.8,2.3,8396.8,17.43,0.0,113.4,15.0,14.9,5.1,2.2,26.5,9.6,1012011.9,297758.0,479.9,284.8,13.7,41.0,52.1,72.1,13.8,-0.1,-0.6,8.8,3.3,1.7,50,2
중랑구,2,60,1.5,2.5,63.4,515.9,2.4,5346.7,12.96,-0.1,115.4,15.3,13.9,4.5,1.4,23.9,8.8,1081007.8,327378.9,395.2,253.2,11.6,37.6,36.5,49.9,12.8,-0.2,-0.6,6.1,2.2,1.7,60,2
중랑구,2,65,1.4,2.7,63.3,459.6,2.5,5666.7,15.32,-0.1,109.5,14.4,11.7,3.8,1.5,20.0,7.5,1172737.3,364066.7,395.0,219.6,10.7,34.2,31.9,36.1,11.3,-0.2,-0.6,9.6,3.3,1.7,60,2
중랑구,2,70,1.6,1.5,0.0,0.0,2.5,9958.3,13.93,-0.2,105.0,13.2,11.1,3.4,1.2,16.3,6.7,1201836.9,377554.2,336.8,158.2,9.3,30.6,21.4,25.0,10.6,-0.3,-0.6,10.2,1.7,1.7,70,2
중랑구,2,75,1.5,1.0,0.0,0.0,2.8,10541.7,12.29,-0.2,82.4,13.0,8.9,2.8,0.5,13.4,6.1,1325822.0,423937.5,261.3,136.0,7.5,27.9,24.2,23.9,9.7,-0.6,-0.7,4.0,0.0,1.7,70,2
중랑구,1,25,1.9,3.2,64.0,550.0,2.4,8022.2,18.33,0.2,132.0,13.6,14.3,4.9,17.7,31.1,11.3,1060912.1,344800.0,896.5,384.3,16.5,75.6,117.3,108.2,34.5,0.2,-0.1,15.2,3.1,1.7,20,2
중랑구,1,30,1.8,2.7,61.1,521.3,2.2,7931.7,24.12,0.2,129.1,14.6,17.4,6.0,15.9,34.1,11.6,995034.9,315288.8,1040.0,432.9,17.1,70.8,128.8,133.8,36.2,0.2,-0.2,15.6,3.4,1.7,30,2
중랑구,1,35,1.7,2.5,62.2,529.2,2.4,8016.7,24.76,0.2,131.5,15.0,20.0,5.9,13.7,34.7,11.1,1002921.1,324503.5,1004.3,355.7,17.2,67.3,125.0,141.0,29.2,0.2,-0.2,12.2,3.9,1.7,30,2
중랑구,1,55,1.6,2.7,63.9,543.6,2.5,7511.1,19.54,0.1,96.0,15.7,20.0,5.6,4.0,31.2,10.8,1000769.3,329427.5,902.3,373.5,15.4,49.2,48.1,60.7,19.0,-0.1,-0.6,7.2,2.1,1.7,50,2
중랑구,1,65,1.5,2.5,61.6,465.2,2.7,8142.9,21.71,0.0,68.3,10.0,16.4,4.4,2.6,24.1,8.8,1190714.1,395241.2,714.2,310.0,12.4,37.8,35.8,29.0,10.9,-0.2,-0.6,12.7,1.7,0.0,60,2
중랑구,1,70,1.5,1.3,0.0,0.0,0.0,2444.4,18.24,-0.1,62.6,21.4,14.0,3.9,1.8,18.0,6.5,1323266.5,458378.2,489.3,219.6,9.4,34.3,19.4,21.6,9.3,-0.2,-0.7,1.7,1.7,1.7,70,2
중랑구,1,75,1.4,1.0,0.0,0.0,2.5,4888.9,13.64,-0.2,48.1,14.7,8.8,3.0,0.8,13.0,6.4,1468740.8,503316.8,358.0,171.0,7.2,28.1,24.9,27.5,10.7,-0.5,-0.7,10.7,5.0,0.0,70,2
중랑구,2,30,1.7,3.0,57.3,501.8,2.7,7978.7,24.05,0.1,93.3,12.1,11.7,4.9,12.1,27.5,10.1,1093217.5,351186.0,598.1,324.6,15.4,45.9,106.3,159.5,31.6,0.1,-0.1,15.7,2.9,1.7,30,2
중랑구,2,40,1.5,2.7,51.6,482.3,2.6,8557.1,27.68,-0.1,126.2,14.9,14.4,5.4,6.1,23.4,8.8,1219310.8,383551.7,511.8,255.6,12.0,45.8,84.5,134.0,22.2,-0.1,-0.4,9.9,3.7,1.7,40,2
중랑구,2,45,1.6,2.7,52.3,526.1,2.4,8904.8,21.57,-0.1,119.4,20.2,14.9,5.8,4.6,25.1,8.3,1193744.8,405500.9,544.4,270.4,12.2,41.9,78.3,116.6,18.9,-0.1,-0.4,8.7,3.7,1.7,40,2
중랑구,2,50,1.5,2.6,50.8,527.6,2.3,7322.9,19.69,-0.1,119.9,18.4,14.3,5.1,2.6,23.8,8.7,1155281.4,365220.3,397.0,264.1,11.6,39.5,60.0,93.2,14.2,-0.1,-0.5,8.1,3.5,1.7,50,2
중랑구,2,55,1.6,2.5,55.2,514.6,2.5,7858.6,18.46,-0.1,127.7,20.1,14.7,4.8,2.6,21.1,9.0,1186421.4,379820.0,413.0,260.4,11.4,41.0,42.3,66.3,12.6,-0.1,-0.6,7.4,2.5,1.7,50,2
중랑구,2,60,1.5,2.6,54.1,499.2,2.8,5898.6,14.56,-0.1,114.7,14.2,12.4,3.9,2.0,19.7,7.5,1265371.3,420140.3,370.2,219.3,10.1,38.4,30.6,43.5,11.6,-0.2,-0.6,6.2,1.7,0.0,60,2
중랑구,2,65,1.6,2.6,53.7,462.1,2.5,8111.1,13.8,-0.1,113.2,12.3,12.2,3.8,1.2,19.1,6.7,1283806.3,433617.0,317.4,169.3,9.6,37.1,31.0,36.1,11.0,-0.2,-0.6,7.6,1.7,1.7,60,2
중랑구,2,70,1.4,1.6,0.0,0.0,1.7,10888.9,8.15,-0.1,96.4,12.4,10.3,3.0,1.0,12.6,5.9,1438695.0,479445.2,254.5,154.1,7.6,29.8,22.3,29.0,9.1,-0.4,-0.6,10.6,6.7,1.7,70,2
중랑구,1,25,1.8,3.4,71.6,508.5,2.5,7969.4,18.2,0.2,112.0,13.9,12.0,4.3,17.6,30.2,12.0,1024745.0,272769.2,830.5,362.9,17.0,65.4,107.5,108.2,34.4,0.3,-0.1,13.5,3.1,1.7,20,2
중랑구,1,30,1.8,2.9,68.7,544.3,2.2,6645.7,18.04,0.2,119.1,14.6,17.4,5.4,16.5,34.6,12.6,941755.8,252010.8,999.0,414.6,18.6,67.9,126.6,125.7,36.1,0.2,-0.1,13.7,3.5,1.7,30,2
중랑구,1,35,1.8,2.6,73.3,544.0,2.3,7256.3,19.07,0.1,126.4,19.2,20.7,6.8,12.8,36.3,12.6,937558.3,259038.5,1103.4,397.4,19.0,65.9,128.2,134.8,31.3,0.1,-0.2,12.9,3.7,1.7,30,2
중랑구,1,40,1.6,2.3,75.4,532.3,2.1,6737.2,20.05,0.1,129.2,16.7,22.6,6.6,11.2,39.2,12.0,890773.1,248054.1,1286.2,397.7,19.5,68.1,124.9,144.2,30.4,0.1,-0.2,10.5,3.4,1.7,40,2
중랑구,1,45,1.6,2.2,74.1,527.8,1.9,5768.2,19.81,0.1,125.0,15.7,22.3,6.7,7.9,38.4,12.0,896453.1,251755.5,1214.4,381.6,19.2,61.0,109.2,127.2,26.4,0.0,-0.3,8.6,3.4,1.7,40,2
중랑구,1,60,1.5,2.3,68.8,525.8,2.1,6128.2,20.73,0.0,90.5,16.1,21.0,6.0,2.7,33.0,11.3,965847.5,265749.2,944.1,376.3,17.1,40.0,45.0,48.1,15.2,-0.1,-0.6,7.9,4.2,1.7,60,2
중랑구,1,65,1.6,2.3,69.5,494.5,3.3,5700.6,18.9,0.0,73.4,15.8,17.8,4.8,1.9,29.6,10.2,1032905.0,284591.1,896.6,342.7,15.7,36.9,33.3,36.1,12.8,-0.1,-0.6,7.7,1.7,1.7,60,2
중랑구,1,70,1.5,1.4,0.0,0.0,2.8,9595.2,18.32,-0.1,59.5,14.3,14.7,4.2,1.3,22.9,8.8,1160938.4,335513.1,596.4,228.2,12.6,32.8,24.9,29.2,11.7,-0.3,-0.6,7.6,0.0,1.7,70,2
중랑구,1,75,1.4,1.0,0.0,0.0,1.7,4666.7,15.42,-0.2,42.2,16.5,9.2,3.4,0.6,14.5,7.0,1399398.6,402353.5,323.0,181.9,9.0,28.1,18.2,21.6,9.2,-0.5,-0.7,2.2,1.7,1.7,70,2
중랑구,2,20,1.7,2.9,62.6,496.9,2.7,9432.4,15.57,0.0,104.9,18.4,8.3,4.0,8.8,23.5,10.4,1171211.3,303272.0,564.0,290.1,14.0,38.4,66.4,85.5,19.9,0.1,-0.1,11.5,3.5,1.7,20,2
중랑구,2,30,1.8,2.6,66.0,532.5,2.4,7230.6,20.61,0.1,100.9,12.0,12.4,5.2,10.1,29.9,11.5,1013467.8,265978.9,665.0,367.8,17.2,41.2,108.8,154.7,28.9,0.1,-0.1,13.8,3.1,1.7,30,2
중랑구,2,35,1.7,2.7,60.9,514.1,2.5,7017.0,19.93,0.0,106.0,11.9,14.1,5.9,8.1,25.5,9.9,1126055.5,296295.6,549.6,305.9,14.6,39.6,96.4,155.6,26.7,0.0,-0.2,11.6,3.0,1.7,30,2
중랑구,2,40,1.5,2.6,56.3,489.3,2.6,7142.1,18.46,0.0,125.8,13.7,16.0,6.3,5.2,26.1,9.8,1149908.6,301794.2,478.8,283.5,14.2,41.7,90.3,151.6,21.6,0.0,-0.3,10.5,3.4,1.7,40,2
중랑구,2,45,1.5,2.4,57.4,484.8,2.6,7687.1,17.38,-0.1,122.0,18.8,16.6,6.5,3.9,27.4,10.0,1130850.5,302361.5,526.7,306.0,14.5,38.3,76.8,124.9,18.7,-0.1,-0.4,8.8,3.5,1.7,40,2
중랑구,2,50,1.5,2.3,59.1,494.2,2.4,7226.5,16.49,-0.1,124.3,18.1,16.3,6.1,2.7,28.0,9.9,1093955.1,299700.8,518.4,301.1,14.8,36.9,67.7,96.8,15.3,-0.1,-0.5,7.1,3.5,1.7,50,2
중랑구,2,55,1.5,2.2,59.9,482.7,2.5,5586.5,14.88,-0.1,123.6,19.0,15.3,5.0,1.8,27.4,9.7,1121873.3,302897.4,508.5,286.1,14.6,35.1,49.2,67.2,12.2,-0.1,-0.6,6.9,2.9,1.7,50,2
중랑구,2,60,1.4,2.4,62.2,475.3,2.5,5615.0,13.79,-0.1,123.4,16.8,14.0,4.6,1.3,24.8,9.2,1181088.6,325849.9,452.2,262.4,13.3,34.7,38.3,51.4,11.7,-0.1,-0.6,6.7,4.2,1.7,60,2
중랑구,2,65,1.5,2.4,62.1,453.1,2.1,3953.7,15.67,-0.1,113.7,13.5,11.9,3.7,1.1,20.9,7.8,1256409.8,351878.8,341.9,202.8,11.5,32.6,24.2,40.1,10.5,-0.2,-0.6,6.7,0.0,1.7,60,2
중랑구,2,70,1.5,1.5,0.0,0.0,2.8,6000.0,10.97,-0.2,105.1,10.7,11.0,3.3,0.8,17.2,6.9,1351020.0,388736.5,327.6,179.4,9.7,29.9,25.4,32.0,8.0,-0.3,-0.7,12.5,4.2,1.7,70,2
중랑구,2,75,1.5,1.0,0.0,0.0,2.8,5277.8,9.67,-0.3,80.7,16.8,7.9,2.6,0.7,11.4,5.6,1475261.0,422373.2,239.1,159.9,7.2,24.5,19.2,27.4,10.3,-0.6,-0.7,6.5,0.0,0.0,70,2
중랑구,1,25,2.0,3.5,70.3,540.5,2.3,8019.6,20.16,0.2,96.6,10.8,10.9,3.8,15.9,29.9,11.8,1045316.9,273243.2,849.2,348.5,16.2,66.0,106.6,97.4,33.5,0.3,-0.1,11.6,2.8,1.7,20,2
중랑구,1,30,2.0,2.6,72.3,566.5,2.2,7190.5,21.25,0.2,120.4,13.8,18.0,5.6,17.8,36.3,12.9,907925.2,235680.8,1096.2,449.7,19.5,72.5,133.4,135.5,34.9,0.2,-0.1,14.7,3.2,1.7,30,2
중랑구,1,35,2.0,2.5,73.1,556.9,2.2,6356.1,25.07,0.2,109.0,15.1,18.3,5.8,14.4,35.6,11.8,941444.3,258607.9,1097.2,398.0,18.5,68.4,139.8,142.6,35.2,0.1,-0.2,13.2,4.0,1.7,30,2
중랑구,1,40,1.9,2.4,80.7,555.4,2.2,7306.4,21.28,0.1,126.2,17.6,21.3,6.4,12.0,37.1,10.8,911455.9,255010.4,1187.4,348.8,18.2,65.0,118.6,136.7,31.3,0.1,-0.3,11.1,3.3,1.7,40,2
중랑구,1,45,1.7,2.2,83.0,555.3,2.0,5585.4,19.2,0.1,111.2,15.9,20.0,6.3,8.5,37.2,11.5,904827.7,242543.7,1083.6,387.0,18.9,59.6,108.5,126.7,29.3,0.1,-0.4,9.2,3.6,1.7,40,2
중랑구,1,50,1.9,2.2,83.2,562.6,2.3,5766.2,23.12,0.0,121.9,17.6,22.3,6.8,5.9,38.0,12.8,934185.1,248278.0,1129.2,446.3,18.8,48.3,83.2,88.9,22.6,-0.1,-0.4,7.5,3.7,1.7,50,2
